"682","Kretek","58"
"683","Pajangan","58"
"684","Pandak","58"
"685","Piyungan","58"
"686","Pleret","58"
"687","Pundong","58"
"688","Sanden","58"
"689","Sedayu","58"
"690","Sewon","58"
"691","Srandakan","58"
"692","Gedang Sari","59"
"693","Girisubo","59"
"694","Karangmojo","59"
"695","Ngawen","59"
"696","Nglipar","59"
"697","Paliyan","59"
"698","Panggang","59"
"699","Patuk","59"
"700","Playen","59"
"701","Ponjong","59"
"702","Purwosari","59"
"703","Rongkop","59"
"704","Sapto Sari","59"
"705","Semanu","59"
"706","Semin","59"
"707","Tanjungsari","59"
"708","Tepus","59"
"709","Wonosari","59"
"710","Galur","60"
"711","Girimulyo","60"
"712","Kalibawang","60"
"713","Kokap","60"
"714","Lendah","60"
"715","Nanggulan","60"
"716","Panjatan","60"
"717","Pengasih","60"
"718","Samigaluh","60"
"719","Sentolo","60"
"720","Temon","60"
"721","Wates","60"
"722","Berbah","61"
"723","Cangkringan","61"
"724","Depok","61"
"725","Gamping","61"
"726","Godean","61"
"727","Kalasan","61"
"728","Minggir","61"
"729","Mlati","61"
"730","Moyudan","61"
"731","Ngaglik","61"
"732","Ngemplak","61"
"733","Pakem","61"
"734","Prambanan","61"
"735","Seyegan","61"
"736","Sleman","61"
"737","Tempel","61"
"738","Turi","61"
"739","Danurejan","62"
"740","Gedong Tengen","62"
"741","Gondokusuman","62"
"742","Gondomanan","62"
"743","Jetis","62"
"744","Kotagede","62"
"745","Kraton","62"
"746","Mantrijeron","62"
"747","Mergangsan","62"
"748","Ngampilan","62"
"749","Pakualaman","62"
"750","Tegalrejo","62"
"751","Umbulharjo","62"
"752","Wirobrajan","62"
"753","Kepulauan Seribu Selatan","63"
"754","Kepulauan Seribu Utara","63"
"755","Cengkareng","64"
"756","Grogol Petamburan","64"
"757","Kalideres","64"
"758","Kebon Jeruk","64"
"759","Kembangan","64"
"760","Palmerah","64"
"761","Taman Sari","64"
"762","Tambora","64"
"763","Cempaka Putih","65"
"764","Gambir","65"
"765","Johar Baru","65"
"766","Kemayoran","65"
"767","Menteng","65"
"768","Sawah Besar","65"
"769","Senen","65"
"770","Tanah Abang","65"
"771","Cilandak","66"
"772","Jagakarsa","66"
"773","Kebayoran Baru","66"
"774","Kebayoran Lama","66"
"775","Mampang Prapatan","66"
"776","Pancoran","66"
"777","Pasar Minggu","66"
"778","Pesanggrahan","66"
"779","Setia Budi","66"
"780","Tebet","66"
"781","Cakung","67"
"782","Cipayung","67"
"783","Ciracas","67"
"784","Duren Sawit","67"
"785","Jatinegara","67"
"786","Kramat Jati","67"
"787","Makasar","67"
"788","Matraman","67"
"789","Pasar Rebo","67"
"790","Pulo Gadung","67"
"791","Cilincing","68"
"792","Kelapa Gading","68"
"793","Koja","68"
"794","Pademangan","68"
"795","Penjaringan","68"
"796","Tanjung Priok","68"
"797","Botumoita","69"
"798","Dulupi","69"
"799","Mananggu","69"
"800","Paguyaman","69"
"801","Paguyaman Pantai","69"
"802","Tilamuta","69"
"803","Wonosari","69"
"804","Bone","70"
"805","Bone Raya","70"
"806","Bonepantai","70"
"807","Botu Pingge","70"
"808","Bulango Selatan","70"
"809","Bulango Timur","70"
"810","Bulango Ulu","70"
"811","Bulango Utara","70"
"812","Bulawa","70"
"813","Kabila","70"
"814","Kabila Bone","70"
"815","Pinogu","70"
"816","Suwawa","70"
"817","Suwawa Selatan","70"
"818","Suwawa Tengah","70"
"819","Suwawa Timur","70"
"820","Tapa","70"
"821","Tilongkabila","70"
"822","Asparaga","71"
"823","Batudaa","71"
"824","Batudaa Pantai","71"
"825","Bilato","71"
"826","Biluhu","71"
"827","Boliohuto (Boliyohuto)","71"
"828","Bongomeme","71"
"829","Dungaliyo","71"
"830","Limboto","71"
"831","Limboto Barat","71"
"832","Mootilango","71"
"833","Pulubala","71"
"834","Tabongo","71"
"835","Telaga","71"
"836","Telaga Biru","71"
"837","Telaga Jaya","71"
"838","Tibawa","71"
"839","Tilango","71"
"840","Tolangohula","71"
"841","Anggrek","72"
"842","Atinggola","72"
"843","Biau","72"
"844","Gentuma Raya","72"
"845","Kwandang","72"
"846","Monano","72"
"847","Ponelo Kepulauan","72"
"848","Sumalata","72"
